title,date,article_body,link,category,summary,company_name,funds
Eaton to Display Terminals and Connectors at CONEXPO-CON/AGG Trade Show,03/09/2023 - 06:30 AM,"Royal Power Solutions large LP12, LP16 and RD14 terminals are designed for vehicles typically used in construction and off-highway fields. (Photo: Business Wire)",https://www.businesswire.com/news/home/20230309005192/en,Conference News,"Royal Power Solutions large LP12, LP16 and RD14 terminals are designed for vehicles typically used in construction and off-highway fields.(Photo: Business Wire)",['Royal Power Solutions'],[]
"Experience Smart Cities at CHINT's Booth in MEE, Dubai",03/09/2023 - 06:27 AM,Chint Global Mee (Photo: Business Wire),https://www.businesswire.com/news/home/20230309005451/en,Conference News,Chint Global Mee (Photo: Business Wire),[],[]
AM-Pharma to Present Data From Phase 3 REVIVAL Study at Upcoming Scientific Conferences,03/09/2023 - 05:00 AM,"UTRECHT, The Netherlands--(BUSINESS WIRE)--AM-Pharma B.V., an emerging leader focused on developing therapeutics for severe medical conditions, today announced that Professor Peter Pickkers, M.D., Ph.D., principal investigator of the Phase 3 REVIVAL study, will present data from the study at two upcoming scientific conferences. The data from 650 patients with Sepsis-associated Acute Kidney Injury (SA-AKI), will be featured in presentations at the 42nd International Symposium on Intensive Care & Emergency Medicines (ISICEM) on March 21st in Brussels, Belgium and at the 28th International Conference on Advances in Critical Care Nephrology AKI & CRRT on March 29th in San Diego, CA, USA.",https://www.businesswire.com/news/home/20230309005027/en,Conference News,"UTRECHT, The Netherlands--(BUSINESS WIRE)--AM-Pharma B.V., an emerging leader focused on developing therapeutics for severe medical conditions, today announced that Professor Peter Pickkers, M.D., Ph.D., principal investigator of the Phase 3 REVIVAL study, will present data from the study at two upcoming scientific conferences.The data from 650 patients with Sepsis-associated Acute Kidney Injury (SA-AKI), will be featured in presentations at the 42nd International Symposium on Intensive Care & Emergency Medicines (ISICEM) on March 21st in Brussels, Belgium and at the 28th International Conference on Advances in Critical Care Nephrology AKI & CRRT on March 29th in San Diego, CA, USA.","['UTRECHT', 'The Netherlands--(BUSINESS WIRE)--AM-Pharma B.V.', 'M.D., Ph.D.', 'Acute Kidney Injury', 'SA-AKI']",[]
Epico greatly promotes the recruitment of the cloud throughout Asia,03/09/2023 - 02:32 AM,"Kuala Lumpur, Malaysia- (Business Wire)-(Business Wire) --Epico, a global leader leader company of industry-specific enterprise software that promotes business growth, was held today in Kuala Lumpur, Malaysia.In 2023 Asia Riconnect Customer Day, we considered the great momentum of customer cloud introduction in Asia in 2022.",https://www.businesswire.com/news/home/20230307005543/ja,Conference News,"Kuala Lumpur, Malaysia- (Business Wire)-(Business Wire) --Epico, a global leader leader company of industry-specific enterprise software that promotes business growth, was held today in Kuala Lumpur, Malaysia.In 2023 Asia Riconnect Customer Day, we considered the great momentum of customer cloud introduction in Asia in 2022.",[],[]
John Gao de Huawei: make 5.5g a reality and build a smarter world,03/08/2023 - 09:41 PM,"John Gao, President of Huawei 5.5G Domain, delivering a keynote speech (Photo: Business Wire)",https://www.businesswire.com/news/home/20230307006085/fr,Conference News,"John Gao, President of Huawei 5.5G Domain, delivering a keynote speech (Photo: Business Wire)",['Huawei'],[]
"Summary: John Gao de Huawei: make 5.5g come true, create a better intelligent world",03/08/2023 - 09:41 PM,"John Gao, President of Huawei 5.5G Domain, delivering a keynote speech (Photo: Business Wire)",https://www.businesswire.com/news/home/20230307006086/es,Conference News,"John Gao, President of Huawei 5.5G Domain, delivering a keynote speech (Photo: Business Wire)",['Huawei'],[]
"Summary: John Gao of Huawei: bring the 5.5g in reality, create a better intelligent world",03/08/2023 - 09:41 PM,"John Gao, President of Huawei 5.5G Domain, delivering a keynote speech (Photo: Business Wire)",https://www.businesswire.com/news/home/20230307006088/it,Conference News,"John Gao, President of Huawei 5.5G Domain, delivering a keynote speech (Photo: Business Wire)",['Huawei'],[]
SXSW is once again a contribution to optimize the critical experiences of its official mobile application SXSW Go 2023,03/08/2023 - 09:28 PM,"The SXSW GO mobile app is the official mobile app for getting the most out of attending SXSW 2023; for more than a decade, Airship has helped SXSW bring their mobile app experience to life. (Graphic: Business Wire)",https://www.businesswire.com/news/home/20230308005260/fr,Conference News,"The SXSW GO mobile app is the official mobile app for getting the most out of attending SXSW 2023; for more than a decade, Airship has helped SXSW bring their mobile app experience to life.(Graphic: Business Wire)","['SXSW', 'SXSW']",[]
A third of participants at the Risk Summit in Bermuda come from abroad,03/08/2023 - 08:39 PM,"Hamilton, Bermudes-(Business Wire)-The Bermuda Agency for Economic Development (BDA) is pleased to announce that its second annual Summit on Risks at Bermuda, which was held from March 6 to 8, brought together 450 participants, more than 150 of whom were business visitors.",https://www.businesswire.com/news/home/20230308005687/fr,Conference News,"Hamilton, Bermudes-(Business Wire)-The Bermuda Agency for Economic Development (BDA) is pleased to announce that its second annual Summit on Risks at Bermuda, which was held from March 6 to 8, brought together 450 participants, more than 150 of whom were business visitors.",['Wire)-The Bermuda Agency for Economic Development'],[]
A third of the participants at Bermuda Risk Summit comes from overseas,03/08/2023 - 06:10 PM,"Hamilton, Bermuda-(Business Wire)-Bermuda Business Development Agency (BDA) is pleased to announce that her second annual Bermuda Risk Summit, who took place from March 6 to 8, had 450 participants, including moreas 150 business travelers.",https://www.businesswire.com/news/home/20230308005686/de,Conference News,"Hamilton, Bermuda-(Business Wire)-Bermuda Business Development Agency (BDA) is pleased to announce that her second annual Bermuda Risk Summit, who took place from March 6 to 8, had 450 participants, including moreas 150 business travelers.","['Wire)-Bermuda Business Development Agency', 'Bermuda Risk Summit']",[]
ABSTRACT: A third of those attending the Risk Summit in Bermuda comes from abroad,03/08/2023 - 06:10 PM,"Hamilton, Bermudas-(Business Wire)-The Bermuda Commercial Development Agency (BDA) is pleased to announce that its second summit on annual risks in Bermuda, held from March 6 to 8, attracted 450 attendees, amongThey, more than 150 business visitors.",https://www.businesswire.com/news/home/20230308005688/es,Conference News,"Hamilton, Bermudas-(Business Wire)-The Bermuda Commercial Development Agency (BDA) is pleased to announce that its second summit on annual risks in Bermuda, held from March 6 to 8, attracted 450 attendees, amongThey, more than 150 business visitors.",['Bermuda Commercial Development Agency'],[]
Summary: a third of the participants in the Bermuda Risk Summit comes from abroad,03/08/2023 - 06:10 PM,"Hamilton, Bermuda-(Business Wire)-The Bermuda Business Development Agency (BDA) is pleased to announce that the second annual edition of the Bermuda Risk Summit, held from 6 to 8 March, attracted 450 participants, including over company visitors150.",https://www.businesswire.com/news/home/20230308005690/it,Conference News,"Hamilton, Bermuda-(Business Wire)-The Bermuda Business Development Agency (BDA) is pleased to announce that the second annual edition of the Bermuda Risk Summit, held from 6 to 8 March, attracted 450 participants, including over company visitors150.","['Bermuda Business Development Agency', 'the Bermuda Risk Summit']",[]
Oceaneering to Present at the J.P. Morgan 2023 Industrials Conference,03/08/2023 - 05:01 PM,"HOUSTON--(BUSINESS WIRE)--Oceaneering International, Inc. (""Oceaneering"") (NYSE:OII) announced today that Senior Vice President and Chief Financial Officer Alan R. Curtis will make a presentation at the J.P. Morgan Industrials Conference in New York on Wednesday, March 15, 2023. Mr. Curtis and Mark Peterson, Vice President of Corporate Development and Investor Relations, will also meet with institutional investors.",https://www.businesswire.com/news/home/20230307005929/en,Conference News,"HOUSTON--(BUSINESS WIRE)--Oceaneering International, Inc. (""Oceaneering"") (NYSE:OII) announced today that Senior Vice President and Chief Financial Officer Alan R. Curtis will make a presentation at the J.P. Morgan Industrials Conference in New York on Wednesday, March 15, 2023.Mr. Curtis and Mark Peterson, Vice President of Corporate Development and Investor Relations, will also meet with institutional investors.","['International, Inc.', 'NYSE', 'OII', 'the J.P. Morgan Industrials Conference', 'Corporate Development and Investor Relations']",[]
Butterfly Network to Present at the 33rd Annual Oppenheimer Healthcare Conference,03/08/2023 - 05:00 PM,"BURLINGTON, Mass.--(BUSINESS WIRE)--Butterfly Network, Inc. (NYSE: BFLY) (""Butterfly""), a digital health company transforming care with handheld, whole-body ultrasound, today announced that it will participate in the 33rd Annual Oppenheimer Healthcare Conference taking place virtually on March 13-15, 2023. Heather Getz, Executive Vice President & Chief Financial Officer, Darius Shahida, Chief Strategy Officer & Chief Business Development Officer, and Dr. John Martin, Chief Medical Officer will present on March 14, 2023 at 10:40am Eastern Time.",https://www.businesswire.com/news/home/20230308005730/en,Conference News,"BURLINGTON, Mass.--(BUSINESS WIRE)--Butterfly Network, Inc. (NYSE: BFLY) (""Butterfly""), a digital health company transforming care with handheld, whole-body ultrasound, today announced that it will participate in the 33rd Annual Oppenheimer Healthcare Conference taking place virtually on March 13-15, 2023.Heather Getz, Executive Vice President & Chief Financial Officer, Darius Shahida, Chief Strategy Officer & Chief Business Development Officer, and Dr. John Martin, Chief Medical Officer will present on March 14, 2023 at 10:40am Eastern Time.","['BURLINGTON', 'Network, Inc.', 'NYSE', 'BFLY', 'Oppenheimer Healthcare Conference']",[]
The Estée Lauder Companies to Participate in the UBS Global Consumer and Retail Conference,03/08/2023 - 04:45 PM,"NEW YORK--(BUSINESS WIRE)--Fabrizio Freda, President and Chief Executive Officer of The Estée Lauder Companies Inc. (NYSE: EL) will participate in the UBS Global Consumer and Retail Conference in New York on Thursday, March 16, 2023, at 9:00 a.m. EST.",https://www.businesswire.com/news/home/20230308005051/en,Conference News,"NEW YORK--(BUSINESS WIRE)--Fabrizio Freda, President and Chief Executive Officer of The Estée Lauder Companies Inc. (NYSE: EL) will participate in the UBS Global Consumer and Retail Conference in New York on Thursday, March 16, 2023, at 9:00 a.m. EST.","['The Estée Lauder Companies Inc.', 'NYSE']",[]
Summary: SXSW uses AirSHIP again to make critical experiences possible in its official mobile SXSW Go app from 2023,03/08/2023 - 04:36 PM,"The SXSW GO mobile app is the official mobile app for getting the most out of attending SXSW 2023; for more than a decade, Airship has helped SXSW bring their mobile app experience to life. (Graphic: Business Wire)",https://www.businesswire.com/news/home/20230308005262/nl,Conference News,"The SXSW GO mobile app is the official mobile app for getting the most out of attending SXSW 2023; for more than a decade, Airship has helped SXSW bring their mobile app experience to life.(Graphic: Business Wire)","['SXSW', 'SXSW']",[]
Quanterix to Participate in Barclays Global Healthcare Conference,03/08/2023 - 04:30 PM,"BILLERICA, Mass.--(BUSINESS WIRE)--Quanterix Corporation (NASDAQ: QTRX), a company fueling scientific discovery through ultrasensitive biomarker detection, today announced that Chief Executive Officer Masoud Toloue will present at Barclays Global Healthcare Conference on Wednesday, March 15, 2023 at 4:35 p.m., EDT. In addition, the company will also host in-person one-on-one meetings with institutional investors on March 15.",https://www.businesswire.com/news/home/20230308005196/en,Conference News,"BILLERICA, Mass.--(BUSINESS WIRE)--Quanterix Corporation (NASDAQ: QTRX), a company fueling scientific discovery through ultrasensitive biomarker detection, today announced that Chief Executive Officer Masoud Toloue will present at Barclays Global Healthcare Conference on Wednesday, March 15, 2023 at 4:35 p.m., EDT.In addition, the company will also host in-person one-on-one meetings with institutional investors on March 15.",['Barclays Global Healthcare Conference'],[]
Intel to Host Data Center and AI Investor Webinar,03/08/2023 - 04:30 PM,"SANTA CLARA, Calif.--(BUSINESS WIRE)--Intel Corporation today announced it will hold an investor webinar at 8:30 a.m. PDT on March 29, 2023, to provide an update on the company’s Data Center and AI business and its growth drivers, and to review its data center product roadmap. Sandra Rivera, executive vice president and general manager of the Data Center and AI Group, will present at the event.",https://www.businesswire.com/news/home/20230308005738/en,Conference News,"SANTA CLARA, Calif.--(BUSINESS WIRE)--Intel Corporation today announced it will hold an investor webinar at 8:30 a.m. PDT on March 29, 2023, to provide an update on the company’s Data Center and AI business and its growth drivers, and to review its data center product roadmap.Sandra Rivera, executive vice president and general manager of the Data Center and AI Group, will present at the event.","['WIRE)--Intel Corporation', 'Data Center', 'AI', 'the Data Center', 'AI Group']",[]
Ouster to Showcase High-Performance Digital Lidar at Spring Conferences,03/08/2023 - 04:15 PM,"SAN FRANCISCO--(BUSINESS WIRE)--Ouster, Inc. (NYSE: OUST), a leading provider of high-performance lidar sensors for the automotive, industrial, robotics, and smart infrastructure industries, plans to showcase its new REV7 OS sensors and Ouster Gemini digital lidar perception platform at select industry trade shows this Spring. Those attending can visit the Ouster booth for an in-person demo.",https://www.businesswire.com/news/home/20230308005762/en,Conference News,"SAN FRANCISCO--(BUSINESS WIRE)--Ouster, Inc. (NYSE: OUST), a leading provider of high-performance lidar sensors for the automotive, industrial, robotics, and smart infrastructure industries, plans to showcase its new REV7 OS sensors and Ouster Gemini digital lidar perception platform at select industry trade shows this Spring.Those attending can visit the Ouster booth for an in-person demo.","['NYSE', 'REV7']",[]
Cadre Holdings to Participate in Bank of America Global Industrials Conference,03/08/2023 - 04:15 PM,"JACKSONVILLE, Fla.--(BUSINESS WIRE)--Cadre Holdings, Inc. (NYSE: CDRE) (“Cadre” or “the Company”), a global leader in the manufacturing and distribution of safety and survivability equipment for first responders, announced today that Brad Williams, President; and Blaine Browers, Chief Financial Officer, are scheduled to present at Bank of America’s Global Industrials Conference in London on Wednesday, March 22, 2023 at 12:30 p.m. ET (4:30 p.m. local time). Cadre management will also participate in investor meetings held in conjunction with the conference, which will be in-person. Interested investors should reach out to their Bank of America sales contact directly.",https://www.businesswire.com/news/home/20230308005684/en,Conference News,"JACKSONVILLE, Fla.--(BUSINESS WIRE)--Cadre Holdings, Inc. (NYSE: CDRE) (“Cadre” or “the Company”), a global leader in the manufacturing and distribution of safety and survivability equipment for first responders, announced today that Brad Williams, President; and Blaine Browers, Chief Financial Officer, are scheduled to present at Bank of America’s Global Industrials Conference in London on Wednesday, March 22, 2023 at 12:30 p.m.ET (4:30 p.m. local time).","['Fla.--(BUSINESS WIRE)--Cadre Holdings, Inc.', 'NYSE', 'CDRE', 'Bank of America’s Global Industrials Conference']",[]
Viad Corp Announces Participation in Upcoming Conference,03/08/2023 - 04:10 PM,"SCOTTSDALE, Ariz.--(BUSINESS WIRE)--Viad Corp (NYSE: VVI) announced today that President and Chief Executive Officer Steve Moster and Chief Financial Officer Ellen Ingersoll will be available for investor meetings at the 35th Annual Roth Conference on Monday, March 13th and Tuesday, March 14th in Dana Point, California.",https://www.businesswire.com/news/home/20230308005804/en,Conference News,"SCOTTSDALE, Ariz.--(BUSINESS WIRE)--Viad Corp (NYSE: VVI) announced today that President and Chief Executive Officer Steve Moster and Chief Financial Officer Ellen Ingersoll will be available for investor meetings at the 35th Annual Roth Conference on Monday, March 13th and Tuesday, March 14th in Dana Point, California.","['SCOTTSDALE', 'WIRE)--Viad Corp', 'NYSE']",[]
LSI Industries to Attend the 2023 Sidoti Small-Cap Virtual Conference,03/08/2023 - 04:00 PM,"CINCINNATI--(BUSINESS WIRE)--LSI Industries Inc. (NASDAQ: LYTS, or the “Company”), a leading U.S. based manufacturer of commercial lighting and display solutions, today announced that Chief Executive Officer James Clark and Chief Financial Officer James Galeese will attend the Sidoti Small-Cap Virtual Conference on Wednesday, March 22, 2023.",https://www.businesswire.com/news/home/20230308005017/en,Conference News,"CINCINNATI--(BUSINESS WIRE)--LSI Industries Inc. (NASDAQ: LYTS, or the “Company”), a leading U.S. based manufacturer of commercial lighting and display solutions, today announced that Chief Executive Officer James Clark and Chief Financial Officer James Galeese will attend the Sidoti Small-Cap Virtual Conference on Wednesday, March 22, 2023.","['WIRE)--LSI Industries Inc.', 'the Sidoti Small-Cap Virtual Conference']",[]
Summary: One third of the participants in the Bermuda Risk Summit come from abroad,03/08/2023 - 03:39 PM,"Hamilton, Bermuda-(Business Wire)-The Bermuda Business Development Agency (BDA) is pleased to announce that her second annual Bermuda Risk Summit, held from 6 to 8 March, attracted 450 participants, including more than 150 business visitors.",https://www.businesswire.com/news/home/20230308005689/nl,Conference News,"Hamilton, Bermuda-(Business Wire)-The Bermuda Business Development Agency (BDA) is pleased to announce that her second annual Bermuda Risk Summit, held from 6 to 8 March, attracted 450 participants, including more than 150 business visitors.","['Bermuda Business Development Agency', 'Bermuda Risk Summit']",[]
Clearfield to Participate in the 35th Annual ROTH Conference,03/08/2023 - 03:30 PM,"MINNEAPOLIS--(BUSINESS WIRE)--Clearfield, Inc. (NASDAQ: CLFD), the leader in community broadband fiber connectivity, is scheduled to participate in the 35th Annual ROTH Conference, which is being held at The Ritz-Carlton, Laguna Niguel in Dana Point, CA from March 13-14, 2023.",https://www.businesswire.com/news/home/20230309005161/en,Conference News,"MINNEAPOLIS--(BUSINESS WIRE)--Clearfield, Inc. (NASDAQ: CLFD), the leader in community broadband fiber connectivity, is scheduled to participate in the 35th Annual ROTH Conference, which is being held at The Ritz-Carlton, Laguna Niguel in Dana Point, CA from March 13-14, 2023.","['NASDAQ', 'CA']",[]
Summary: SXSW relies on Airship again to boost the crucial experiences of its official mobile application on the SXSW GO 2023,03/08/2023 - 01:21 PM,"The SXSW GO mobile app is the official mobile app for getting the most out of attending SXSW 2023; for more than a decade, Airship has helped SXSW bring their mobile app experience to life. (Graphic: Business Wire)",https://www.businesswire.com/news/home/20230308005261/es,Conference News,"The SXSW GO mobile app is the official mobile app for getting the most out of attending SXSW 2023; for more than a decade, Airship has helped SXSW bring their mobile app experience to life.(Graphic: Business Wire)","['SXSW', 'SXSW']",[]
"Tecton to Showcase Ketone Hydration at IHRSA, Unlocking New Workout Benefits",03/08/2023 - 01:04 PM,"Tecton to showcase ketone hydration at IHRSA alongside its VIP trainers and ambassadors, Steve Uria and Stacie Clark (Photo: Business Wire)",https://www.businesswire.com/news/home/20230308005693/en,Conference News,"Tecton to showcase ketone hydration at IHRSA alongside its VIP trainers and ambassadors, Steve Uria and Stacie Clark (Photo: Business Wire)",[],[]
One-Third of Bermuda Risk Summit Attendees From Overseas,03/08/2023 - 01:02 PM,"HAMILTON, Bermuda--(BUSINESS WIRE)--The Bermuda Business Development Agency (BDA) is pleased to announce that its second annual Bermuda Risk Summit, held from March 6-8, attracted 450 attendees, including over 150 business visitors.",https://www.businesswire.com/news/home/20230308005685/en,Conference News,"HAMILTON, Bermuda--(BUSINESS WIRE)--The Bermuda Business Development Agency (BDA) is pleased to announce that its second annual Bermuda Risk Summit, held from March 6-8, attracted 450 attendees, including over 150 business visitors.","['Bermuda--(BUSINESS WIRE)--The Bermuda Business Development Agency', 'Bermuda Risk Summit']",[]
Wolters Kluwer to share ESG risk insights at the 2023 IIA General Audit Management (GAM) Conference,03/08/2023 - 12:16 PM,"NEW YORK--(BUSINESS WIRE)--Today, Wolters Kluwer Corporate Performance & ESG announced that Jim Pelletier, CIA, CGAP, Senior Product Manager, and Michelle Hurley, CSPO, Product Marketing Manager for its TeamMate Global Audit Solutions business, will present during the 2023 IIA General Audit Management conference. Their joint presentation titled “Internal Audit’s Role in Avoiding the Perfect ESG Storm” will take place on Tuesday, March 14. In this insightful and engaging session, the speakers will cover three core areas of focus for auditors who are looking to better understand and have a clear direction on how to identify, measure, report and mitigate ESG-related risks in their organizations.",https://www.businesswire.com/news/home/20230308005665/en,Conference News,"NEW YORK--(BUSINESS WIRE)--Today, Wolters Kluwer Corporate Performance & ESG announced that Jim Pelletier, CIA, CGAP, Senior Product Manager, and Michelle Hurley, CSPO, Product Marketing Manager for its TeamMate Global Audit Solutions business, will present during the 2023 IIA General Audit Management conference.In this insightful and engaging session, the speakers will cover three core areas of focus for auditors who are looking to better understand and have a clear direction on how to identify, measure, report and mitigate ESG-related risks in their organizations.","['Wolters Kluwer Corporate Performance & ESG', 'CIA', 'CSPO']",[]
TOTAL Telecom: Huawei urges the industry to concentrate on developing future-oriented digital infrastructure and to embrace business 5G success,03/08/2023 - 12:13 PM,"LONDON-(Business Wire)-Total Telecom reported on MWC Barcelona 2023 that Huawei emphasized the need to develop an IT infrastructure that is simple, energy-efficient and intelligent to speed up the digital transformation of the telco's and promote innovation.",https://www.businesswire.com/news/home/20230308005400/nl,Conference News,"LONDON-(Business Wire)-Total Telecom reported on MWC Barcelona 2023 that Huawei emphasized the need to develop an IT infrastructure that is simple, energy-efficient and intelligent to speed up the digital transformation of the telco's and promote innovation.","['MWC Barcelona 2023', 'Huawei']",[]
Ameresco to Participate at Upcoming Conferences,03/08/2023 - 12:05 PM,"FRAMINGHAM, Mass.--(BUSINESS WIRE)--Ameresco, Inc. (NYSE:AMRC), a leading clean technology integrator specializing in energy efficiency and renewable energy, today announced that members of its management team will attend the following investor conferences:",https://www.businesswire.com/news/home/20230308005656/en,Conference News,"FRAMINGHAM, Mass.--(BUSINESS WIRE)--Ameresco, Inc. (NYSE:AMRC), a leading clean technology integrator specializing in energy efficiency and renewable energy, today announced that members of its management team will attend the following investor conferences:","['WIRE)--Ameresco, Inc. (', 'NYSE']",[]
Orca Launches ORC5000 Platform for Low-Power ASIC Designs,03/08/2023 - 12:01 PM,"SAN DIEGO--(BUSINESS WIRE)--Satellite 2023 – Orca Systems, a fabless semiconductor company delivering groundbreaking digital RF technology, has introduced a highly integrated ASIC platform that significantly improves system performance and reduces power consumption for power-sensitive space, terrestrial, industrial and edge computing applications. Orca’s new ORC5000 ASIC platform has been applied to develop Orca’s first ASIC product, the ORC5990, designed for use in low-Earth orbit (LEO) IoT satellite payload and terrestrial IoT gateway designs. The company’s custom ASIC design, modem expertise and integration capabilities offer 10x performance enhancements over conventional FPGA-based system design with only a fraction of the power consumption.",https://www.businesswire.com/news/home/20230308005350/en,Conference News,"SAN DIEGO--(BUSINESS WIRE)--Satellite 2023 – Orca Systems, a fabless semiconductor company delivering groundbreaking digital RF technology, has introduced a highly integrated ASIC platform that significantly improves system performance and reduces power consumption for power-sensitive space, terrestrial, industrial and edge computing applications.Orca’s new ORC5000 ASIC platform has been applied to develop Orca’s first ASIC product, the ORC5990, designed for use in low-Earth orbit (LEO) IoT satellite payload and terrestrial IoT gateway designs.","['SAN', 'Orca Systems', 'Orca', 'Orca', 'ASIC', 'LEO']",[]
Morgan Truck Body Unveils “NEO” Proof-of-Concept Body Innovations During NTEA Work Truck Week 2023,03/08/2023 - 12:00 PM,"The Morgan NEO proof-of-concept body is built on a lightweight aluminum sub-frame, nearly 40% lighter than a standard body, with improved aerodynamics and safety features, and ergonomic enhancements. (Photo: Morgan Truck Body)",https://www.businesswire.com/news/home/20230308005026/en,Conference News,"The Morgan NEO proof-of-concept body is built on a lightweight aluminum sub-frame, nearly 40% lighter than a standard body, with improved aerodynamics and safety features, and ergonomic enhancements.(Photo: Morgan Truck Body)",['Morgan NEO'],[]
Morgan Truck Body Showcases Class 4 Parcel Van Full-height Walk-through on Electric Chassis at NTEA Work Truck Week 2023,03/08/2023 - 12:00 PM,The Morgan Truck Body Class 4 Parcel Delivery EV Van features full-height walk-through capability and is designed for increased driver convenience and productivity. (Photo: Morgan Truck Body),https://www.businesswire.com/news/home/20230308005025/en,Conference News,The Morgan Truck Body Class 4 Parcel Delivery EV Van features full-height walk-through capability and is designed for increased driver convenience and productivity.(Photo: Morgan Truck Body),"['The Morgan Truck Body Class 4 Parcel Delivery EV Van', 'Morgan Truck Body']",[]
Masterack Showcases Folding Shelves Lineup at NTEA Work Truck Week 2023,03/08/2023 - 12:00 PM,Masterack lineup of high-quality aluminum folding shelves launched at NTEA Work Truck Week 2023. (Photo: Business Wire),https://www.businesswire.com/news/home/20230308005029/en,Conference News,Masterack lineup of high-quality aluminum folding shelves launched at NTEA Work Truck Week 2023.(Photo: Business Wire),['NTEA Work Truck'],[]
Morgan Mobile Service Unit at NTEA Work Truck Week 2023,03/08/2023 - 12:00 PM,The Morgan Truck Body Roadside Assistance Vehicle (RAV) features a service-ready mobile workshop with ease of access that includes curbside step door. (Photo: Morgan Truck Body),https://www.businesswire.com/news/home/20230308005027/en,Conference News,The Morgan Truck Body Roadside Assistance Vehicle (RAV) features a service-ready mobile workshop with ease of access that includes curbside step door.(Photo: Morgan Truck Body),"['The Morgan Truck Body Roadside Assistance Vehicle', 'RAV', 'Morgan Truck Body']",[]
Summary: Airship chosen once again by SXSW to power the critical experiences in his official mobile app Sxsp Go 2023,03/08/2023 - 11:59 AM,"The SXSW GO mobile app is the official mobile app for getting the most out of attending SXSW 2023; for more than a decade, Airship has helped SXSW bring their mobile app experience to life. (Graphic: Business Wire)",https://www.businesswire.com/news/home/20230308005258/it,Conference News,"The SXSW GO mobile app is the official mobile app for getting the most out of attending SXSW 2023; for more than a decade, Airship has helped SXSW bring their mobile app experience to life.(Graphic: Business Wire)","['SXSW', 'SXSW']",[]
Total Telecom: Huawei invites the sector to focus on the development of a digital infrastructure centered on the future and to embark on 5G commercial success,03/08/2023 - 11:25 AM,"London-(Business Wire)-Total Telecom announced that Huawei had insisted on the need to develop a simple, energy efficient and intelligent ICT infrastructure to accelerate the digital transformation of telecommunications operators and promote innovation during the MWC2023 in Barcelona.",https://www.businesswire.com/news/home/20230308005398/fr,Conference News,"London-(Business Wire)-Total Telecom announced that Huawei had insisted on the need to develop a simple, energy efficient and intelligent ICT infrastructure to accelerate the digital transformation of telecommunications operators and promote innovation during the MWC2023 in Barcelona.","['Huawei', 'ICT']",[]
Total Telecom: Huawei urges the industry to focus on the development of a digital infrastructure with vision of the future and to accept business success of 5G,03/08/2023 - 11:25 AM,"London-(Business Wire)-Total Telecom has reported that Huawei has stood out in the MWC 2023 in Barcelona the need to develop a simple, energy and intelligent ICT infrastructure to accelerate the digital transformation of telecos and encourage innovation.",https://www.businesswire.com/news/home/20230308005399/es,Conference News,"London-(Business Wire)-Total Telecom has reported that Huawei has stood out in the MWC 2023 in Barcelona the need to develop a simple, energy and intelligent ICT infrastructure to accelerate the digital transformation of telecos and encourage innovation.","['Huawei', 'ICT']",[]
Total Telecom: Huawei asks the sector to focus on the development of a digital infrastructure oriented to the future and to exploit the commercial success of 5G,03/08/2023 - 11:25 AM,"London-(Business Wire)-Total Telecom made it known that, at MWC Barcelona 2023, Huawei underlined the need to develop a simple ICT infrastructure, efficient from an energy and intelligent point of view, to speed up the digital transformation of TLCand promote innovation.",https://www.businesswire.com/news/home/20230308005401/it,Conference News,"London-(Business Wire)-Total Telecom made it known that, at MWC Barcelona 2023, Huawei underlined the need to develop a simple ICT infrastructure, efficient from an energy and intelligent point of view, to speed up the digital transformation of TLCand promote innovation.","['London-(Business Wire)-Total Telecom', 'MWC Barcelona 2023', 'Huawei', 'ICT']",[]
Keysight Collaborates with KTH Royal Institute of Technology to Achieve Record Baud Rates,03/08/2023 - 11:00 AM,"SANTA ROSA, Calif.--(BUSINESS WIRE)--Keysight Technologies, Inc. (NYSE: KEYS) announces that in collaboration with the RISE Research Institutes of Sweden, KTH Royal Institute of Technology, and Riga Technical University (RTU) it demonstrated the first 310 GBaud rates using on-off keying modulation and 160 GBaud rates using PAM6 modulation with direct detection system to support 1.6 Tbps applications. The achievement will be presented at OFC 2023, the largest global conference for optical communications and networking professionals.",https://www.businesswire.com/news/home/20230308005544/en,Conference News,"SANTA ROSA, Calif.--(BUSINESS WIRE)--Keysight Technologies, Inc. (NYSE: KEYS) announces that in collaboration with the RISE Research Institutes of Sweden, KTH Royal Institute of Technology, and Riga Technical University (RTU) it demonstrated the first 310 GBaud rates using on-off keying modulation and 160 GBaud rates using PAM6 modulation with direct detection system to support 1.6 Tbps applications.The achievement will be presented at OFC 2023, the largest global conference for optical communications and networking professionals.","['SANTA ROSA', 'Technologies, Inc.', 'NYSE', 'KEYS', 'the RISE Research Institutes of Sweden', 'KTH Royal Institute of Technology', 'Riga Technical University', 'GBaud', 'GBaud']",[]
